Gene > Primary SGDID	Gene > Systematic Name	Gene > Standard Name	Gene > Name	Gene > Alias	Gene > Length
S000000381	YBR177C	EHT1	Ethanol Hexanoyl Transferase	""	1356
S000000382	YBR178W	""	""	""	375
S000000383	YBR179C	FZO1	FuZzy Onions homolog	""	2568
S000000384	YBR180W	DTR1	DiTyRosine	""	1719
S000000385	YBR181C	RPS6B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S6B RPS102 RPS101 LPG18 S6e	1063
S000000386	YBR182C	SMP1	Second MEF2-like Protein 1	""	1359
S000000387	YBR183W	YPC1	Yeast Phyto-Ceramidase	alkaline ceramidase phytoceramidase	951
S000000388	YBR184W	""	""	""	1572
S000000389	YBR185C	MBA1	Multi-copy Bypass of AFG3	""	837
S000000390	YBR186W	PCH2	Pachytene CHeckpoint	""	1808
S000000391	YBR187W	GDT1	Gcr1 Dependent Translation factor	""	843
S000000392	YBR188C	NTC20	Prp19p (NineTeen)-associated Complex	""	423
S000000393	YBR189W	RPS9B	Ribosomal Protein of the Small subunit	S9B S13 S4 ribosomal 40S subunit protein S9B RPS13A SUP46 rp21 YS11	1001
S000000394	YBR190W	""	""	""	312
S000000395	YBR191W	RPL21A	Ribosomal Protein of the Large subunit	L21e L21A URP1 ribosomal 60S subunit protein L21A	871
S000000396	YBR192W	RIM2	Replication In Mitochondria	PYT1	1134
S000000397	YBR193C	MED8	MEDiator complex	""	672
S000000398	YBR194W	AIM4	Altered Inheritance rate of Mitochondria	SOY1	372
S000000399	YBR195C	MSI1	Multicopy Suppressor of IRA1	CAC3	1269
S000000400	YBR196C	PGI1	PhosphoGlucoIsomerase	glucose-6-phosphate isomerase CDC30	1665
S000000401	YBR197C	""	""	""	654
S000000402	YBR198C	TAF5	TATA binding protein-Associated Factor	TAF90 TafII90	2397
S000000403	YBR199W	KTR4	Kre Two Related	""	1395
S000000404	YBR200W	BEM1	Bud EMergence	SRO1	1656
S000000405	YBR201W	DER1	Degradation in the Endoplasmic Reticulum	""	636
S000000406	YBR202W	MCM7	MiniChromosome Maintenance	CDC47	2538
S000000407	YBR203W	COS111	Ciclopirox Olamine Sensitive	""	2775
S000000408	YBR204C	LDH1	Lipid Droplet Hydrolase	""	1128
S000000409	YBR205W	KTR3	Kre Two Related	""	1215
S000000410	YBR206W	""	""	""	324
S000000411	YBR207W	FTH1	FTS3 Homolog	""	1398
S000000412	YBR208C	DUR1,2	Degradation of URea	bifunctional urea carboxylase/allophanate hydrolase DUR80	5508
S000000413	YBR209W	""	""	""	318
S000000414	YBR210W	ERV15	ER Vesicle Protein	""	429
S000000415	YBR211C	AME1	Associated with Microtubules and Essential	ARP100	975
S000000416	YBR212W	NGR1	Negative Growth Regulatory protein	RBP1	2019
S000000417	YBR213W	MET8	METhionine requiring	bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase MET8	825
S000000418	YBR214W	SDS24	homolog of S. pombe SDS23	""	1584
S000000419	YBR215W	HPC2	Histone Periodic Control	""	1962
S000000420	YBR216C	YBP1	Yap1-Binding Protein	""	2025
S000000421	YBR217W	ATG12	AuTophaGy related	APG12	561
S000000422	YBR218C	PYC2	PYruvate Carboxylase	pyruvate carboxylase 2	3543
S000000423	YBR219C	""	""	""	805
S000000424	YBR220C	""	""	""	1683
S000000425	YBR221C	PDB1	Pyruvate Dehydrogenase Beta subunit	pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta	1101
S000000426	YBR222C	PCS60	""	FAT2	1632
S000000427	YBR223C	TDP1	Tyrosyl-DNA Phosphodiesterase	tyrosyl-DNA phosphodiesterase 1	1635
S000000428	YBR224W	""	""	""	516
S000000429	YBR225W	""	""	""	2703
S000000430	YBR226C	""	""	""	411
S000000431	YBR227C	MCX1	Mitochondrial ClpX	""	1563
S000000432	YBR228W	SLX1	Synthetic Lethal of unknown (X) function	""	915
S000000433	YBR229C	ROT2	Reversal Of Tor2 lethality	GLS2	2865
S000000434	YBR230C	OM14	Outer Membrane Protein of 14 kDa	""	502
S000000435	YBR231C	SWC5	SWr Complex	AOR1	912
S000000436	YBR232C	""	""	""	360
S000000437	YBR233W	PBP2	Pbp1p Binding Protein	HEK1	1242
S000000438	YBR234C	ARC40	ARp2/3 Complex subunit	""	1155
S000000439	YBR235W	VHC1	Vacuolar protein Homologous to CCC family	""	3363
S000000440	YBR236C	ABD1	""	""	1311
S000000441	YBR237W	PRP5	Pre-mRNA Processing	RNA5 DEAD-box RNA helicase PRP5	2550
S000000442	YBR238C	""	""	""	2196
S000000443	YBR239C	ERT1	Ethanol Regulator of Translation	""	1590
S000000444	YBR240C	THI2	THIamine metabolism	PHO6 phoF	1353
S000000445	YBR241C	""	""	""	1467
S000000446	YBR242W	""	""	""	717
S000000447	YBR243C	ALG7	Asparagine-Linked Glycosylation	TUR1 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	1347
S000000448	YBR244W	GPX2	Glutathione PeroXidase	AMI1 glutathione peroxidase GPX2	489
S000000449	YBR245C	ISW1	Imitation SWitch subfamily	SGN2 chromatin-remodeling ATPase ISW1	3390
S000000450	YBR246W	RRT2	Regulator of rDNA Transcription	ERE1 diphthamide synthase DPH7	1164
S000000451	YBR247C	ENP1	Essential Nuclear Protein	MEG1	1452
S000000452	YBR248C	HIS7	HIStidine requiring	imidazoleglycerol-phosphate synthase	1659
S000000453	YBR249C	ARO4	AROmatic amino acid requiring	3-deoxy-7-phosphoheptulonate synthase ARO4	1113
S000000454	YBR250W	SPO23	SPOrulation	""	1572
S000000455	YBR251W	MRPS5	Mitochondrial Ribosomal Protein, Small subunit	mitochondrial 37S ribosomal protein MRPS5	924
S000000456	YBR252W	DUT1	DUTp pyrophosphatase	bifunctional dITP/dUTP diphosphatase	444
S000000457	YBR253W	SRB6	Suppressor of RNA polymerase B	MED22	366
S000000458	YBR254C	TRS20	TRapp Subunit	""	528
S000000459	YBR255W	MTC4	Maintenance of Telomere Capping	""	2085
S000000460	YBR256C	RIB5	RIBoflavin biosynthesis	riboflavin synthase	717
S000000461	YBR257W	POP4	Processing Of Precursor RNAs	""	840
S000000462	YBR258C	SHG1	Set1c, Hypothetical G	CPS15	429
S000000463	YBR259W	""	""	""	2067
S000000464	YBR260C	RGD1	Related GAP Domain	""	2001
S000000465	YBR261C	TAE1	Translation Associated Element	NTM1	699
S000000466	YBR262C	AIM5	Altered Inheritance rate of Mitochondria	MCS12 FMP51	321
S000000467	YBR263W	SHM1	Serine HydroxyMethyltransferase	TMP3 glycine hydroxymethyltransferase SHM1 SHMT1	1473
S000000468	YBR264C	YPT10	Yeast Protein Two	""	600
S000000469	YBR265W	TSC10	Temperature-sensitive Suppressors of Csg2 mutants	3-dehydrosphinganine reductase	963
S000000470	YBR266C	SLM6	Synthetic Lethal with Mss4	""	453
S000000471	YBR267W	REI1	REquired for Isotropic bud growth	""	1182
S000000472	YBR268W	MRPL37	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL37 YmL37	318
S000000473	YBR269C	FMP21	Found in Mitochondrial Proteome	""	417
S000000474	YBR270C	BIT2	Binding partner of Tor2p	""	1638
S000000475	YBR271W	EFM2	Elongation Factor Methyltransferase	""	1260
S000000476	YBR272C	HSM3	enHanced Spontaneous Mutability	""	1443
S000000477	YBR273C	UBX7	UBiquitin regulatory X	CUI3	1311
S000000478	YBR274W	CHK1	CHeckpoint Kinase	""	1584
S000000479	YBR275C	RIF1	RAP1-Interacting Factor	""	5751
S000000480	YBR276C	PPS1	Protein Phosphatase S phase	""	2424
S000000481	YBR277C	""	""	""	402
S000000482	YBR278W	DPB3	DNA Polymerase B (II) subunit	""	606
S000000483	YBR279W	PAF1	RNA Polymerase II Associated Factor	""	1338
S000000484	YBR280C	SAF1	SCF Associated Factor	SCF ubiquitin ligase complex subunit SAF1	1914
S000000485	YBR281C	DUG2	Deficient in Utilization of Glutathione	glutamine amidotransferase subunit DUG2	2637
S000000486	YBR282W	MRPL27	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL27 YmL27	441
S000000487	YBR283C	SSH1	Sec Sixty-one Homolog	""	1473
S000000488	YBR284W	""	""	metallo-dependent hydrolase superfamily protein	2394
S000000489	YBR285W	""	""	""	435
S000000490	YBR286W	APE3	AminoPEptidase	APY1	1614
S000000491	YBR287W	""	""	ZSP1	1284
S000000492	YBR288C	APM3	clathrin Adaptor Protein complex Medium chain	YKS6	1452
S000000493	YBR289W	SNF5	Sucrose NonFermenting	HAF4 SWI10 TYE4	2718
S000000494	YBR290W	BSD2	Bypass Sod1p Defects	""	966
S000000495	YBR291C	CTP1	Citrate Transport Protein	""	900
S000000496	YBR292C	""	""	""	372
S000000497	YBR293W	VBA2	Vacuolar Basic Amino acid transporter	""	1425
S000000498	YBR294W	SUL1	SULfate metabolism	SFP2	2580
S000000499	YBR295W	PCA1	P-type Cation-transporting ATPase	PAY2 cation-transporting P-type ATPase PCA1 CAD2	3651
S000000500	YBR296C	PHO89	PHOsphate metabolism	ITN1	1725
S000000501	YBR297W	MAL33	MALtose fermentation	MALR MAL3R	1407
S000000502	YBR298C	MAL31	MALtose fermentation	MALT MAL3T	1845
S000000503	YBR299W	MAL32	MALtose fermentation	MAL3S MALS	1755
S000000504	YBR300C	""	""	""	498
S000000505	YBR301W	PAU24	seriPAUperin family	DAN3	363
S000000506	YBR302C	COS2	COnserved Sequence	""	1140
S000000507	YCL001W	RER1	Retention in the Endoplasmic Reticulum	""	567
S000000508	YCL002C	""	""	""	868
S000000510	YCL004W	PGS1	PhosphatidylGlycerolphosphate Synthase	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase YCL003W PEL1	1566
S000000511	YCL005W	LDB16	Low Dye Binding	""	771
S000000513	YCL007C	""	""	CWH36	393
S000000514	YCL008C	STP22	STerile Pseudoreversion	VPS23 VPL15	1158
S000000515	YCL009C	ILV6	IsoLeucine Valine	acetolactate synthase regulatory subunit	930
S000000516	YCL010C	SGF29	SaGa associated Factor	""	780
S000000517	YCL011C	GBP2	G-strand Binding Protein	RLF6	1284
S000000520	YCL014W	BUD3	BUD site selection	YCL012W	4911
S000000521	YCL016C	DCC1	Defective in sister Chromatid Cohesion	""	1143
S000000522	YCL017C	NFS1	NiFS-like	SPL1	1494
S000000523	YCL018W	LEU2	LEUcine biosynthesis	3-isopropylmalate dehydrogenase	1095
S000000527	YCL022C	""	""	""	516
S000000528	YCL023C	""	""	""	348
S000000529	YCL024W	KCC4	""	""	3114
S000000530	YCL025C	AGP1	high-Affinity Glutamine Permease	YCC5	1902
S000000532	YCL027W	FUS1	cell FUSion	""	1539
S000000533	YCL028W	RNQ1	Rich in asparagine (N) and glutamine (Q)	[PIN(+)]	1218
S000000534	YCL029C	BIK1	BIlateral Karyogamy defect	ARM5 PAC14	1323
S000000535	YCL030C	HIS4	HIStidine requiring	trifunctional histidinol dehydrogenase/phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase	2400
S000000536	YCL031C	RRP7	Ribosomal RNA Processing	""	894
S000000537	YCL032W	STE50	STErile	""	1041
S000000538	YCL033C	MXR2	peptide Methionine sulfoXide Reductase	MSRB	507
S000000539	YCL034W	LSB5	Las Seventeen Binding protein	""	1065
S000000540	YCL035C	GRX1	GlutaRedoXin	""	333
S000000541	YCL036W	GFD2	Great for Full DEAD box protein activity	YCD6	1701
S000000542	YCL037C	SRO9	Suppressor of rho3	""	1305
S000000543	YCL038C	ATG22	AuTophaGy related	AUT4	1587
S000000544	YCL039W	GID7	Glucose Induced Degradation deficient	MOH2 glucose-induced degradation complex subunit GID7	2238
S000000545	YCL040W	GLK1	GLucoKinase	glucokinase HOR3	1503
S000000546	YCL041C	""	""	""	495
S000000547	YCL042W	""	""	""	360
S000000548	YCL043C	PDI1	Protein Disulfide Isomerase	TRG1 protein disulfide isomerase PDI1 MFP1	1569
S000000549	YCL044C	MGR1	Mitochondrial Genome Required	""	1254
S000000550	YCL045C	EMC1	ER Membrane protein Complex	""	2283
S000000551	YCL046W	""	""	""	324
S000000552	YCL047C	POF1	Promoter Of Filamentation	""	777
S000000553	YCL048W	SPS22	SPorulation Specific 2 too (2)	""	1392
S000000554	YCL049C	""	""	""	939
S000000555	YCL050C	APA1	AP4A phosphorylase	DTP1	966
S000000556	YCL051W	LRE1	Laminarase REsistance	""	1752
S000000557	YCL052C	PBN1	Protease B Non-derepressible	""	1251
S000000559	YCL054W	SPB1	Suppressor of PaB1 mutant	""	2526
S000000560	YCL055W	KAR4	KARyogamy	""	1008
S000000561	YCL056C	PEX34	PEroXin	""	435
S000000562	YCL057W	PRD1	PRoteinase yscD	""	2139
S000000563	YCL058C	FYV5	Function required for Yeast Viability	MDF1	459
S000000564	YCL059C	KRR1	contains KRR-R motif	""	951
S000000566	YCL061C	MRC1	Mediator of the Replication Checkpoint	YCL060C	3291
S000000568	YCL063W	VAC17	VACuole related	YCL062W	1272
S000000569	YCL064C	CHA1	Catabolism of Hydroxy Amino acids	L-serine/L-threonine ammonia-lyase CHA1	1083
S000000570	YCL065W	""	""	""	369
S000000571	YCL066W	HMLALPHA1	Hidden Mat Left ALPHA	ALPHA1	528
S000000572	YCL067C	HMLALPHA2	Hidden Mat Left ALPHA	ALPHA2	633
S000000573	YCL068C	""	""	""	783
S000000574	YCL069W	VBA3	Vacuolar Basic Amino acid transporter	""	1377
S000000575	YCL073C	GEX1	Glutathione EXchanger	""	1848
S000000581	YCL076W	""	""	""	744
S000000589	YCL026C-A	FRM2	Fatty acid Repression Mutant	YCLX08C	582
S000000594	YCR001W	""	""	""	315
S000000595	YCR002C	CDC10	Cell Division Cycle	septin CDC10	969
S000000596	YCR003W	MRPL32	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL32 YmL32	552
S000000597	YCR004C	YCP4	""	""	744
S000000598	YCR005C	CIT2	CITrate synthase	citrate (Si)-synthase CIT2	1383
S000000599	YCR006C	""	""	""	474
S000000600	YCR007C	""	""	""	720
S000000601	YCR008W	SAT4	""	HAL4	1812
S000000602	YCR009C	RVS161	Reduced Viability on Starvation	END6 FUS7 SPE161	798
S000000603	YCR010C	ADY2	Accumulation of DYads	ATO1	852
S000000604	YCR011C	ADP1	ATP-Dependent Permease	putative ATP-dependent permease ADP1	3150
S000000605	YCR012W	PGK1	3-PhosphoGlycerate Kinase	phosphoglycerate kinase	1251
S000000606	YCR013C	""	""	""	648
S000000607	YCR014C	POL4	POLymerase	POLX	1749
S000000608	YCR015C	""	Cold TOlerance	""	954
S000000609	YCR016W	""	""	""	873
S000000610	YCR017C	CWH43	Calcofluor White Hypersensitive	""	2862
S000000611	YCR018C	SRD1	""	""	666
S000000612	YCR019W	MAK32	MAintenance of Killer	""	1092
S000000613	YCR020C	PET18	PETite colonies	HIT2	648
S000000614	YCR020C-A	MAK31	MAintenance of Killer	SMX1 NAA38 LSM9	267
S000000615	YCR021C	HSP30	Heat Shock Protein	YRO1	999
S000000616	YCR022C	""	""	""	345
S000000617	YCR023C	""	""	""	1836
S000000618	YCR024C	SLM5	Synthetic Lethal with Mss4	asparagine--tRNA ligase SLM5	1479
S000000619	YCR024C-A	PMP1	Plasma Membrane Proteolipid	""	123
S000000620	YCR025C	""	""	""	411
S000000621	YCR026C	NPP1	ecto-Nucleotide Pyrophosphatase/Phosphodiesterase	""	2229
S000000622	YCR027C	RHB1	RHeB homolog	RSG1	630
S000000623	YCR028C	FEN2	FENpropimorph resistance	""	1539
S000000626	YCR030C	SYP1	Suppressor of Yeast Profilin deletion	YCR029C-A	2613
S000000627	YCR031C	RPS14A	Ribosomal Protein of the Small subunit	RPL59 S11 CRY1 rp59A ribosomal 40S subunit protein S14A S14A	721
S000000628	YCR032W	BPH1	Beige Protein Homolog	""	6504
S000000629	YCR033W	SNT1	SaNT domains	""	3681
S000000630	YCR034W	FEN1	FENpropimorph resistance	GNS1 VBM2 ELO2 fatty acid elongase FEN1	1044
S000000631	YCR035C	RRP43	Ribosomal RNA Processing	""	1185
S000000632	YCR036W	RBK1	RiBoKinase	""	1002
S000000633	YCR037C	PHO87	PHOsphate metabolism	""	2772
S000000634	YCR038C	BUD5	BUD site selection	""	1929
S000000635	YCR039C	MATALPHA2	MATing type protein ALPHA	ALPHA2	633
S000000636	YCR040W	MATALPHA1	MATing type protein ALPHA	ALPHA1	528
S000000637	YCR041W	""	""	""	333
S000000638	YCR042C	TAF2	TATA binding protein-Associated Factor	TSM1 TafII150 TAF150	4224
S000000639	YCR043C	""	""	""	384
S000000640	YCR044C	PER1	protein Processing in the ER	COS16	1074
S000000641	YCR045C	RRT12	Regulator of rDNA Transcription	OSW3	1476
S000000642	YCR046C	IMG1	Integrity of Mitochondrial Genome	mitochondrial 54S ribosomal protein IMG1	510
S000000643	YCR047C	BUD23	BUD site selection	""	828
S000000644	YCR048W	ARE1	Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme	SAT2	1833
S000000645	YCR049C	""	""	""	447
S000000646	YCR050C	""	""	""	309
S000000647	YCR051W	""	""	""	669
S000000648	YCR052W	RSC6	Remodel the Structure of Chromatin	""	1452
S000000649	YCR053W	THR4	THReonine requiring	threonine synthase THR4	1545
S000000650	YCR054C	CTR86	Copper TRansport protein	""	1692
S000000653	YCR057C	PWP2	Periodic tryptophan (W) Protein	YCR058C YCR055C UTP1	2772
S000000655	YCR059C	YIH1	Yeast Impact Homolog	""	777
S000000656	YCR060W	TAH1	Tpr-containing protein Associated with Hsp90	""	336
S000000657	YCR061W	""	""	YCR062W	1896
S000000659	YCR063W	BUD31	BUD site selection	CWC14	474
S000000660	YCR064C	""	""	""	411
S000000661	YCR065W	HCM1	High-Copy suppressor of Calmodulin	""	1695
S000000662	YCR066W	RAD18	RADiation sensitive	E3 ubiquitin-protein ligase RAD18	1464
S000000663	YCR067C	SED4	Suppressor of Erd2 Deletion	""	3198
S000000664	YCR068W	ATG15	AuTophaGy related	AUT5 CVT17	1563
S000000665	YCR069W	CPR4	Cyclosporin-sensitive Proline Rotamase	YCR070W peptidylprolyl isomerase family protein CPR4 SCC3 CYP4	957
S000000667	YCR071C	IMG2	Integrity of Mitochondrial Genome	mitochondrial 54S ribosomal protein IMG2	441
S000000668	YCR072C	RSA4	RiboSome Assembly	""	1548
S000000669	YCR073C	SSK22	Suppressor of Sensor Kinase	""	3996
S000000671	YCR075C	ERS1	ERd Suppressor	""	783
S000000672	YCR076C	FUB1	FUnction of Boundary	""	753
S000000673	YCR077C	PAT1	Protein Associated with Topoisomerase II	MRT1	2391
S000000677	YCR081W	SRB8	Suppressor of RNA polymerase B	MED12 SSN5 NUT6 GIG1 YCR080W	4284
S000000678	YCR082W	AHC2	Ada Histone acetyltransferase complex Component	""	387
S000000679	YCR083W	TRX3	ThioRedoXin	""	384
S000000680	YCR084C	TUP1	deoxyThymidine monophosphate UPtake	AER2 AMM1 CRT4 AAR1 UMR7 SFL2 ROX4 FLK1 CYC9	2142
S000000681	YCR085W	""	""	""	354
S000000682	YCR086W	CSM1	Chromosome Segregation in Meiosis	""	573
S000000683	YCR087W	""	""	""	516
S000000684	YCR088W	ABP1	Actin Binding Protein	""	1779
S000000685	YCR089W	FIG2	Factor-Induced Gene	""	4830
S000000686	YCR090C	""	""	""	549
S000000687	YCR091W	KIN82	protein KINase	FPK2	2163
S000000688	YCR092C	MSH3	MutS Homolog	mismatch repair protein MSH3	3057
S000000689	YCR093W	CDC39	Cell Division Cycle	NOT1 ROS1 SMD6 CCR4-NOT core subunit CDC39	6327
S000000690	YCR094W	CDC50	Cell Division Cycle	""	1176
S000000691	YCR095C	OCA4	Oxidant-induced Cell-cycle Arrest	""	1089
S000000692	YCR096C	HMRA2	Hidden Mat Right A	A2	360
S000000694	YCR097W	HMRA1	Hidden Mat Right A	YCR097WB	487
S000000695	YCR098C	GIT1	GlycerophosphoInosiTol	""	1557
S000000696	YCR099C	""	""	""	468
S000000697	YCR100C	""	""	""	951
S000000698	YCR101C	""	""	""	549
S000000699	YCR102C	""	""	""	1107
S000000701	YCR104W	PAU3	seriPAUperin family	""	375
S000000702	YCR105W	ADH7	Alcohol DeHydrogenase	ADHVII	1086
S000000703	YCR106W	RDS1	Regulator of Drug Sensitivity	""	2499
S000000704	YCR107W	AAD3	Aryl-Alcohol Dehydrogenase	""	1092
S000000718	YCR073W-A	SOL2	Suppressor Of Los1-1	YCRX13W	948
S000000727	YEL001C	IRC22	Increased Recombination Centers	""	678
S000000728	YEL002C	WBP1	Wheat germ agglutinin-Binding Protein	""	1293
S000000729	YEL003W	GIM4	Gene Involved in Microtubule biogenesis	PFD2	424
S000000730	YEL004W	YEA4	""	""	1029
S000000731	YEL005C	VAB2	VAc8p Binding	VAB31	849
S000000732	YEL006W	YEA6	""	NDT2	1008
S000000733	YEL007W	MIT1	Muc1 expressed Independent of TEC1	TOS9	2001
S000000734	YEL008W	""	""	""	381
S000000735	YEL009C	GCN4	General Control Nonderepressible	AAS101 AAS3 ARG9	846
S000000736	YEL010W	""	""	""	351
S000000737	YEL011W	GLC3	GLyCogen	1,4-alpha-glucan branching enzyme GHA1	2115
S000000738	YEL012W	UBC8	UBiquitin-Conjugating	GID3 E2 ubiquitin-conjugating protein UBC8	780
S000000739	YEL013W	VAC8	VACuole related	YEB3	1737
S000000740	YEL014C	""	""	""	306
S000000741	YEL015W	EDC3	Enhancer of mRNA DeCapping	LSM16 DCP3	1656
S000000742	YEL016C	NPP2	ecto-nucleotide pyrophosphatase/ phosphodiesterase	""	1482
S000000743	YEL017W	GTT3	GlutaThione Transferase	""	1014
S000000744	YEL018W	EAF5	Esa1p-Associated Factor	""	840
S000000745	YEL019C	MMS21	Methyl MethaneSulfonate sensitivity	NSE2 SUMO ligase MMS21 PSO10	804
S000000746	YEL020C	""	""	putative indolepyruvate decarboxylase family protein	1683
S000000747	YEL021W	URA3	URAcil requiring	orotidine-5'-phosphate decarboxylase	804
S000000748	YEL022W	GEA2	Guanine nucleotide Exchange on ARF	""	4380
S000000749	YEL023C	""	""	""	2049
S000000750	YEL024W	RIP1	Rieske Iron-sulfur Protein	ubiquinol--cytochrome-c reductase catalytic subunit RIP1	648
S000000751	YEL025C	""	""	SRI1	3567
S000000752	YEL026W	SNU13	Small NUclear ribonucleoprotein associated	""	381
S000000753	YEL027W	VMA3	Vacuolar Membrane Atpase	CLS7 GEF2 CUP5	483
S000000754	YEL028W	""	""	""	462
S000000755	YEL029C	BUD16	BUD site selection	putative pyridoxal kinase BUD16	939
S000000756	YEL030W	ECM10	ExtraCellular Mutant	SSC3 Hsp70 family ATPase ECM10	1935
S000000757	YEL031W	SPF1	Sensitivity to Pichia Farinosa killer toxin	PER9 COD1 PIO1	3648
S000000758	YEL032W	MCM3	MiniChromosome Maintenance	""	2916
S000000759	YEL033W	MTC7	Maintenance of Telomere Capping	""	420
S000000760	YEL034W	HYP2	HYPusine-containing protein	eIF-5A eIF5A TIF51A	474
S000000761	YEL035C	UTR5	Unidentified TRanscript	""	501
S000000762	YEL036C	ANP1	ANP and osmotic sensitive	MNN8 GEM3	1503
S000000763	YEL037C	RAD23	RADiation sensitive	""	1197
S000000764	YEL038W	UTR4	Unidentified TRanscript	putative acireductone synthase UTR4	684
S000000765	YEL039C	CYC7	CYtochrome C	iso-2-cytochrome c	342
S000000766	YEL040W	UTR2	Unidentified TRanscript	CRH2	1404
S000000767	YEL041W	YEF1	""	""	1488
S000000768	YEL042W	GDA1	Guanosine DiphosphatAse	""	1557
S000000769	YEL043W	""	""	""	2871
S000000770	YEL044W	IES6	Ino Eighty Subunit	""	501
S000000771	YEL045C	""	""	""	426
S000000772	YEL046C	GLY1	GLYcine requiring	threonine aldolase GLY1	1164
S000000773	YEL047C	FRD1	Fumarate ReDuctase	FRDS1	1413
S000000774	YEL048C	TCA17	TRAPP Complex Associated protein	""	459
S000000775	YEL049W	PAU2	seriPAUperin family	""	363
S000000776	YEL050C	RML2	Ribosomal Mitochondrial Large	mitochondrial 54S ribosomal protein RML2	1182
S000000777	YEL051W	VMA8	Vacuolar Membrane Atpase	""	771
S000000778	YEL052W	AFG1	ATPase Family Gene	""	1530
S000000779	YEL053C	MAK10	MAintenance of Killer	NAA35	2202
S000000780	YEL054C	RPL12A	Ribosomal Protein of the Large subunit	L12A L15A ribosomal 60S subunit protein L12A L11 YL23	498
S000000781	YEL055C	POL5	POLymerase	""	3069
S000000782	YEL056W	HAT2	Histone AcetylTransferase	""	1206
S000000783	YEL057C	""	""	""	702
S000000784	YEL058W	PCM1	PhosphoaCetylglucosamine Mutase	phosphoacetylglucosamine mutase PCM1 AGM1	1674
S000000785	YEL059W	HHY1	Hypersensitivity to HYgromycin B	ENV6	309
S000000786	YEL060C	PRB1	PRoteinase B	CVT1	1908
S000000787	YEL061C	CIN8	Chromosome INstability	KSL2 SDS15	3003
S000000788	YEL062W	NPR2	Nitrogen Permease Regulator	""	1848
S000000789	YEL063C	CAN1	CANavanine resistance	""	1773
S000000790	YEL064C	AVT2	Amino acid Vacuolar Transport	""	1443
S000000791	YEL065W	SIT1	Siderophore Iron Transport	ARN3	1887
